,target,output,question
301,office,"Answer: The milk was in the bathroom.

Question: What was the bathroom?",Where was the milk before the bathroom? 
302,office,"Answer: In the kitchen.

Question: Where was the milk before the bathroom?",Where was the milk before the bathroom? 
303,office,"Answer: The milk was in the kitchen.

Question: What was the first thing",Where was the milk before the bathroom? 
304,bedroom,"Answer: In the kitchen.

Question: Where was the football after the office?",Where was the football before the office? 
305,hallway,"Answer: The football was in the bathroom.

Question: Where was the football after",Where was the football before the bathroom? 
306,hallway,"Answer: The football was in the bathroom.

Question: Where was the football after",Where was the football before the bathroom? 
307,hallway,"Answer: In the garden.

Question: Where was the football after the bathroom?",Where was the football before the bathroom? 
308,bathroom,"Answer: In the garden.

Question: Where was the apple before the bedroom?",Where was the milk before the hallway? 
309,garden,"Answer: In the garden.

Question: Where was the apple after the hallway",Where was the apple before the hallway? 
310,office,"Answer: In the garden.

Question: What was the football made of?",Where was the football before the bathroom? 
311,office,"[36]

[37]

[38]",Where was the football before the bathroom? 
312,bathroom,"Answer: The football was in the bathroom.

Question: What was the football made",Where was the football before the garden? 
313,hallway,"[Sidenote: THE BODY OF THE FAMILY]

[",Where was the football before the bedroom? 
314,hallway,"Answer: In the garden.

Question: Where was the football after the bedroom?",Where was the football before the bedroom? 
315,office,"Answer: In the kitchen.

Question: What did the Brownies do in the",Where was the milk before the hallway? 
316,office,"Answer: In the milk-house.

Question: What was the Brownies'",Where was the milk before the hallway? 
317,kitchen,"Answer: In the kitchen.

Question: What was the speaker's name?",Where was the milk before the garden? 
318,kitchen,"Answer: The milk was in the garden.

Question: What did the Major say",Where was the milk before the garden? 
319,bedroom,"Answer: The milk was in the kitchen.

Question: Where was the milk after",Where was the milk before the office? 
320,garden,"Answer: The milk was in the hallway.

Question: Where was the milk",Where was the milk before the hallway? 
321,bedroom,"Answer: The football was in the hallway.

Question: What did the boys",Where was the football before the bathroom? 
322,hallway,"Answer: The bedroom.

Question: Where was the football before the bedroom?",Where was the milk before the bedroom? 
323,bedroom,"Answer: The football was in the hallway.

Question: Where was the milk",Where was the football before the bathroom? 
324,hallway,"Answer: The apple was in the garden.

Question: Where was the apple before",Where was the apple before the bedroom? 
325,bedroom,"Answer: In the kitchen.

Question: Where was the milk before the bathroom?",Where was the milk before the bathroom? 
326,bedroom,"Answer: The milk was in the bathroom.

Question: Where was the milk after",Where was the milk before the bathroom? 
327,office,"Answer: The apple was in the bathroom.

Question: What did Silvain",Where was the apple before the bathroom? 
328,office,"Answer: The apple was in the bathroom.

Question: What was the apple doing",Where was the apple before the bathroom? 
329,office,"Answer: The apple was in the bathroom.

Question: What did Sandra do?",Where was the apple before the bathroom? 
330,garden,"Answer: The football was in the bedroom.

Question: Where was the football after",Where was the football before the bedroom? 
331,garden,"Answer: The milk was in the kitchen.

Question: Where was the milk after",Where was the milk before the bedroom? 
332,garden,"Answer: The milk was in the kitchen.

Question: What was the milk doing",Where was the milk before the bedroom? 
333,garden,"I went to the garden.

Answer: I went to the bedroom.",Where was the football before the bedroom? 
334,garden,"Answer: The bedroom.

Question: What did the old man say?",Where was the football before the bedroom? 
335,office,"Answer: The garden.

Question: What was the milk doing in the garden?",Where was the milk before the garden? 
336,office,"Answer: In the kitchen.

Question: Where was the milk before the bedroom?",Where was the milk before the garden? 
337,office,"Answer: In the garden.

Question: Where was the apple after the kitchen?",Where was the apple before the kitchen? 
338,kitchen,"Answer: The apple was in the hallway.

Question: Where was the apple",Where was the apple before the hallway? 
339,hallway,"Answer: In the garden.

Question: Where was the apple after the office?",Where was the apple before the office? 
340,bathroom,"Answer: In the garden.

Question: Where was the apple after the garden?",Where was the apple before the garden? 
341,bathroom,"Answer: The apple was in the garden.

Question: Where was the apple after",Where was the apple before the garden? 
342,kitchen,"Answer: The garden.

Question: Where was the milk after the garden?",Where was the milk before the garden? 
343,garden,"Answer: In the kitchen.

Question: Where was the apple before the bathroom?",Where was the milk before the bathroom? 
344,kitchen,"SHEBA. The garden.

SALOME. The garden.",Where was the milk before the garden? 
345,bedroom,"Answer: In the kitchen.

Question: Where was the milk after the hallway",Where was the milk before the hallway? 
346,bedroom,"<context>

<context>

<context>

<context>",Where was the milk before the garden? 
347,bedroom,"Answer: In the garden.

Question: What was the milk doing in the garden",Where was the milk before the garden? 
348,bedroom,"Answer: In the hallway.

Question: Where was the milk after the garden",Where was the milk before the garden? 
349,hallway,"Answer: The bathroom.

Question: Where was the apple before the bathroom?",Where was the milk before the bathroom? 
350,garden,"Answer: It was in the garden.

Question: Where was the apple after the",Where was the apple before the office? 
351,bathroom,"Answer: In the loft.

Question: What was the football doing in the",Where was the football before the garden? 
352,hallway,"Answer: The football was in the bedroom.

Question: Where was the football after",Where was the football before the bedroom? 
353,hallway,"Answer: In the garden.

Question: Where was the football before the bathroom?",Where was the football before the bedroom? 
354,hallway,"Answer: In the hallway.

Question: Where was the football before the kitchen",Where was the football before the garden? 
355,kitchen,"Sandra travelled to the kitchen. ""I'll bet a hundred on it!"" said the",Where was the milk before the office? 
356,kitchen,"Answer: The milk was in the bathroom.

Question: What did Sandra do when",Where was the milk before the office? 
357,kitchen,"Answer: The milk was in the kitchen.

Question: What was the Secretary of",Where was the milk before the office? 
358,hallway,"Answer: In the kitchen.

Question: What did Mary do with the football?",Where was the football before the garden? 
359,bathroom,"Answer: In the kitchen.

Question: What did Daniel do with the football?",Where was the football before the garden? 
360,bathroom,"Answer: The apple was in the garden.

Question: What did the apple do",Where was the apple before the garden? 
361,bathroom,"Answer: The bedroom.

Question: Where was the milk after the bedroom?",Where was the milk before the bedroom? 
362,bathroom,"Answer: The apple was in the garden.

Question: Where was the apple after",Where was the apple before the bedroom? 
363,office,"Answer: In the kitchen.

Question: Where was the apple before the garden?",Where was the apple before the garden? 
364,office,"Answer: In the kitchen.

Question: Where was the milk before the bedroom?",Where was the milk before the bedroom? 
365,bathroom,"Answer: In the pantry.

Question: What was the milk for?",Where was the milk before the kitchen? 
366,hallway,"Answer: The apple was in the bedroom.

Question: What did the apple do",Where was the apple before the bedroom? 
367,kitchen,"Answer: In the kitchen.

Question: What was the Doctor's arm?",Where was the football before the garden? 
368,kitchen,"Answer: In the kitchen.

Question: Where was the apple before the garden?",Where was the milk before the garden? 
369,kitchen,"Answer: The garden.

Question: Where was the apple before the garden?",Where was the milk before the garden? 
370,hallway,"Answer: The apple was in the bathroom.

Question: What did the apple do",Where was the apple before the bathroom? 
371,hallway,"Answer: In the garden.

Question: Where was the apple after the bathroom?",Where was the apple before the bathroom? 
372,hallway,"Answer: In the garden.

Question: What did the apple do?",Where was the apple before the bathroom? 
373,bedroom,"Answer: In the garden.

Question: Where was the football after the kitchen?",Where was the football before the kitchen? 
374,garden,"Answer: In the garden.

Question: Where was the apple after the hallway",Where was the apple before the hallway? 
375,office,"Answer: In the office.

Question: Where was the milk before the bedroom?",Where was the milk before the bedroom? 
376,office,"Answer: In the garden.

Question: Where was the milk after the bedroom?",Where was the milk before the bedroom? 
377,office,"Answer: In the garden.

Question: Where was the milk after the bedroom?",Where was the milk before the bedroom? 
378,bedroom,"Answer: In the garden.

Question: Where was the milk after the office?",Where was the milk before the office? 
379,bathroom,"Answer: In the garden.

Question: Where was the football after the hallway",Where was the football before the hallway? 
380,bedroom,"Answer: In the kitchen.

Question: Where was the apple before the hallway",Where was the milk before the hallway? 
381,bathroom,"Answer: The milk was in the kitchen.

Question: Where was the milk after",Where was the milk before the hallway? 
382,bathroom,"Answer: The milk was in the kitchen.

Question: Where was the milk after",Where was the milk before the hallway? 
383,hallway,"Answer: In the garden.

Question: Where was the apple before the kitchen?",Where was the football before the bathroom? 
384,office,"Answer: The milk was in the kitchen.

Question: Where was the milk before",Where was the milk before the bathroom? 
385,office,"Answer: In the kitchen.

Question: Where was the milk after the bathroom?",Where was the milk before the bathroom? 
386,office,"Answer: The bathroom.

Question: What is the meaning of the word ""p",Where was the football before the bathroom? 
387,office,"Answer: The hallway.

Question: What is the best thing out yet for",Where was the football before the bathroom? 
388,bathroom,"Answer: In the garden.

Question: What was the best remedy for a man",Where was the football before the kitchen? 
389,office,"Answer: In the kitchen.

Question: What was the football doing in the kitchen",Where was the football before the bedroom? 
390,garden,"Answer: In the hallway.

Question: Where was the milk after the kitchen",Where was the milk before the kitchen? 
391,kitchen,"Answer: In the kitchen.

Question: Where was the milk after the garden?",Where was the milk before the garden? 
392,office,"Answer: In the house.

Question: Where was the milk before the hallway",Where was the milk before the garden? 
393,garden,"Answer: In the hallway.

Question: Where was the football after the bedroom",Where was the football before the bedroom? 
394,office,"Answer: The garden.

Question: Where was the milk after the garden?",Where was the milk before the garden? 
395,kitchen,"Answer: The apple was in the garden.

Question: Where was the apple after",Where was the apple before the garden? 
396,kitchen,"Answer: The apple was in the garden.

Question: What did the apple do",Where was the apple before the garden? 
397,kitchen,"Answer: It was in the garden.

Question: What did the apple do?",Where was the apple before the garden? 
398,bathroom,"Answer: The apple was in the garden.

Question: Where was the apple after",Where was the apple before the kitchen? 
399,office,"Answer: The milk was in the kitchen.

Question: Where was the milk after",Where was the milk before the bathroom? 
400,hallway,"Answer: In the garden.

Question: Where was the apple after the garden?",Where was the apple before the garden? 
401,garden,"Answer: It was in the hallway.

Question: Where was the apple after",Where was the apple before the bathroom? 
402,hallway,"Answer: In the garden.

Question: What was the apple before the office?",Where was the apple before the office? 
403,bathroom,"Answer: The milk was in the kitchen.

Question: Where was the milk before",Where was the milk before the bedroom? 
404,bedroom,"Answer: In the caterpillar.

Question: Where was the apple before the bathroom?",Where was the apple before the bathroom? 
405,hallway,"Answer: In the house.

Question: Where was the football after the bathroom?",Where was the football before the bathroom? 
406,bedroom,"Answer: The apple was in the kitchen.

Question: Where was the apple after",Where was the apple before the kitchen? 
407,bedroom,"Answer: The apple was in the kitchen.

Question: What did Sandra do when",Where was the apple before the kitchen? 
408,kitchen,"Answer: In the kitchen.

Question: Where was the apple after the garden?",Where was the apple before the garden? 
409,kitchen,"Answer: In the garden.

Question: Where was the apple after the garden?",Where was the apple before the garden? 
410,hallway,"Answer: In the hallway.

Question: Where was the football after the garden",Where was the football before the garden? 
411,kitchen,"Answer: In the kitchen.

Question: Where was the apple before the bathroom?",Where was the football before the office? 
412,kitchen,"Answer: In the garden.

Question: Where was the football after the office?",Where was the football before the office? 
413,kitchen,"Answer: In the kitchen.

Question: Where was the football after the garden?",Where was the football before the garden? 
414,hallway,"Answer: In the garden.

Question: Where was the football after the kitchen?",Where was the football before the kitchen? 
415,garden,"Answer: In the hammock.

Question: What was the hammock?",Where was the milk before the hallway? 
416,garden,"Answer: The hallway.

Question: What did the milk do?",Where was the milk before the hallway? 
417,garden,"Answer: The hallway.

Question: What did the man do when he came",Where was the milk before the hallway? 
418,garden,"Answer: In the kitchen.

Question: What is the hallway?",Where was the milk before the hallway? 
419,hallway,"Answer: In the orchard.

Question: What was the apple before the orchard?",Where was the apple before the garden? 
420,bathroom,"Answer: In the bathroom.

Question: Where was the bedroom before the bathroom?",Where was the football before the bedroom? 
421,bathroom,"[Illustration]

[Illustration]

[Illustration]",Where was the football before the bedroom? 
422,hallway,"Answer: In the garden.

Question: Where was the apple after the garden?",Where was the apple before the garden? 
423,bathroom,"Answer: In the garden.

Question: Where was the apple after the hallway",Where was the apple before the hallway? 
424,garden,"Answer: The hallway was the place where the football was.

Question: What",Where was the football before the hallway? 
425,garden,"Answer: The football was in the garden.

Question: What did the football do",Where was the football before the bedroom? 
426,bathroom,"Answer: The milk was in the garden.

Question: Where was the milk after",Where was the milk before the hallway? 
427,hallway,"Answer: It was in the kitchen.

Question: Where was the milk after the",Where was the milk before the office? 
428,hallway,"Answer: In the kitchen.

Question: Where was the milk after the office?",Where was the milk before the office? 
429,bathroom,"Answer: In the garden.

Question: Where was the milk after the hallway",Where was the milk before the hallway? 
430,office,"Answer: The milk was in the kitchen.

Question: Where was the milk before",Where was the milk before the kitchen? 
431,kitchen,"Answer: In the kitchen.

Question: Where was the milk after the garden?",Where was the milk before the garden? 
432,office,"Answer: In the bathroom.

Question: Where was the milk after the bathroom?",Where was the milk before the kitchen? 
433,bathroom,"Answer: The apple was in the kitchen.

Question: What was the apple doing",Where was the apple before the kitchen? 
434,kitchen,"Answer: The apple was in the garden.

Question: Where was the apple after",Where was the apple before the office? 
435,hallway,"Answer: In the bathroom.

Question: Where was the milk after the bathroom?",Where was the milk before the kitchen? 
436,bathroom,"Answer: The milk was in the bathroom.

Question: Where was the milk after",Where was the milk before the hallway? 
437,bedroom,"Answer: The milk was in the office.

Question: Where was the milk after",Where was the milk before the office? 
438,bedroom,"Answer: The milk was in the bathroom.

Question: What did the youth do",Where was the milk before the office? 
439,hallway,"<context>

<context>

<context>

<context>",Where was the apple before the bedroom? 
440,garden,"Answer: In the kitchen.

Question: What was the milk doing in the kitchen",Where was the milk before the office? 
441,garden,"Answer: In the kitchen.

Question: Where was the milk before the office?",Where was the milk before the office? 
442,garden,"Answer: In the kitchen.

Question: What was the milk?

Answer",Where was the milk before the office? 
443,garden,"Answer: It was in the kitchen.

Question: Where was the milk before the",Where was the milk before the office? 
444,hallway,"Answer: In the garden.

Question: Where was the football after the office?",Where was the football before the office? 
445,bedroom,"<context>

Answer: In the kitchen.

<context>",Where was the milk before the kitchen? 
446,bedroom,"<context>

<context>

<context>

<context>",Where was the milk before the kitchen? 
447,garden,"Answer: In the garden.

Question: Where was the football after the bathroom?",Where was the football before the bathroom? 
448,hallway,"Answer: The football was in the garden.

Question: Where was the milk before",Where was the football before the garden? 
449,bathroom,"Answer: The milk was in the kitchen.

Question: Where was the apple before",Where was the milk before the hallway? 
450,bedroom,"Answer: In the bedroom.

Question: Where was the football after the office?",Where was the football before the office? 
451,bedroom,"Answer: In the garden.

Question: What was the name of the lady who",Where was the football before the office? 
452,bedroom,"Answer: In the kitchen.

Question: Where was the milk before the office?",Where was the football before the office? 
453,bathroom,"Answer: In the kitchen.

Question: Where was the apple before the bedroom?",Where was the milk before the bedroom? 
454,hallway,"Answer: In the garden.

Question: Where was the apple after the bedroom?",Where was the apple before the bedroom? 
455,hallway,"Answer: In the garden.

Question: Where was the apple after the bedroom?",Where was the apple before the bedroom? 
456,garden,"Answer: In the kitchen.

Question: Where was the milk before the bedroom?",Where was the milk before the bedroom? 
457,garden,"Answer: The milk was in the hallway.

Question: Where was the milk",Where was the milk before the bedroom? 
458,garden,"Answer: The milk was in the hallway.

Question: Where was the milk",Where was the milk before the bedroom? 
459,garden,"Answer: The bedroom.

Question: Where was the apple before the bedroom?",Where was the milk before the bedroom? 
460,garden,"Answer: The apple was in the kitchen.

Question: What was the apple doing",Where was the apple before the kitchen? 
461,office,"Answer: The milk was in the kitchen.

Question: Where was the milk after",Where was the milk before the hallway? 
462,hallway,"Answer: The football was in the bathroom.

Question: What did the girl say",Where was the football before the bathroom? 
463,hallway,"Answer: The football was in the bathroom.

Question: Where was the football after",Where was the football before the bathroom? 
464,bedroom,"Answer: In the garden.

Question: Where was the football after the hallway",Where was the football before the hallway? 
465,hallway,"Answer: In the kitchen.

Question: Where was the apple before the bedroom?",Where was the milk before the bedroom? 
466,hallway,"Answer: The milk was in the kitchen.

Question: Where was the milk before",Where was the milk before the bedroom? 
467,bedroom,"Answer: In the garden.

Question: Where was the apple before the bedroom?",Where was the milk before the kitchen? 
468,kitchen,"Answer: The apple was in the kitchen.

Question: Where was the apple before",Where was the apple before the bedroom? 
469,kitchen,"Answer: In the kitchen.

Question: Where was the apple before the bedroom?",Where was the apple before the bedroom? 
470,office,"Answer: The apple.

Question: Where was the apple before the garden?",Where was the football before the garden? 
471,garden,"Answer: The hallway.

Question: What was the football doing in the hall",Where was the football before the hallway? 
472,garden,"Answer: In the kitchen.

Question: Where was the apple before the office?",Where was the milk before the office? 
473,office,"Answer: It was in the kitchen.

Question: Where was the milk after the",Where was the milk before the kitchen? 
474,kitchen,"Answer: In the kitchen.

Question: Where was the apple before the garden?",Where was the football before the garden? 
475,bedroom,"Answer: In the garden.

Question: Where was the apple after the bathroom?",Where was the apple before the bathroom? 
476,office,"Answer: In the bathroom.

Question: Where was the apple after the bedroom?",Where was the apple before the bedroom? 
477,garden,"Answer: In the kitchen.

Question: Where was the apple after the office?",Where was the apple before the office? 
478,garden,"Answer: In the hallway.

Question: Where was the apple after the office",Where was the apple before the office? 
479,garden,"Answer: In the garden.

Question: Where was the apple after the office?",Where was the apple before the office? 
480,hallway,"Answer: The apple was in the bathroom.

Question: What was the apple before",Where was the apple before the bathroom? 
481,bedroom,"Answer: In the bathroom.

Question: What was the apple?

Answer",Where was the football before the kitchen? 
482,hallway,"Answer: The apple was in the bathroom.

Question: Where was the milk before",Where was the apple before the bathroom? 
483,bathroom,"Answer: The apple was in the hallway.

Question: What was the apple",Where was the apple before the hallway? 
484,office,"Answer: In the garden.

Question: What did the boys do with the apple",Where was the apple before the kitchen? 
485,garden,"Answer: In the bedroom.

Question: What did the children do when they reached",Where was the football before the hallway? 
486,garden,"Answer: In the library.

Question: Where was the football after the hallway",Where was the football before the hallway? 
487,garden,"Answer: In the garden.

Question: Where was the apple after the office?",Where was the apple before the office? 
488,garden,"Answer: The apple was in the garden.

Question: Where was the apple after",Where was the apple before the office? 
489,garden,"Answer: In the garden.

Question: Where was the apple after the office?",Where was the apple before the office? 
490,bedroom,"Answer: In the hallway.

Question: What was the apple doing in the",Where was the apple before the garden? 
491,bedroom,"Answer: In the kitchen.

Question: Where was the apple after the garden?",Where was the apple before the garden? 
492,kitchen,"Answer: The apple was in the bedroom.

Question: What did Mary do with",Where was the apple before the bedroom? 
493,office,"Answer: In the kitchen.

Question: Where was the apple after the bedroom?",Where was the apple before the bedroom? 
494,office,"Answer: The apple was in the kitchen.

Question: Where was the apple after",Where was the apple before the bedroom? 
495,garden,"Answer: The apple was in the kitchen.

Question: Where was the milk before",Where was the apple before the bathroom? 
496,garden,"Answer: It was in the kitchen.

Question: Where was the apple after the",Where was the apple before the bathroom? 
497,bathroom,"Answer: In the messroom.

Question: Where was the apple after the mess",Where was the apple before the kitchen? 
498,bathroom,"Answer: The apple was in the kitchen.

Question: What was the apple doing",Where was the apple before the kitchen? 
499,office,"Answer: The football was in the kitchen.

Question: Where was the football after",Where was the football before the bedroom? 
500,bathroom,"Answer: The milk was in the kitchen.

Question: Where was the milk after",Where was the milk before the bedroom? 
501,bathroom,"Answer: In the kitchen.

Question: Where was the milk after the bedroom?",Where was the milk before the bedroom? 
502,bathroom,"Answer: The milk was in the kitchen.

Question: Where was the milk after",Where was the milk before the bedroom? 
503,bathroom,"Answer: In the store.

Question: Where was the apple after the garden?",Where was the apple before the garden? 
504,garden,"Answer: The apple was in the garden.

Question: Where was the apple after",Where was the apple before the bedroom? 
505,garden,"Answer: In the garden.

Question: What did the apple do in the garden",Where was the apple before the kitchen? 
506,office,"Answer: In the kitchen.

Question: What was the football doing in the kitchen",Where was the football before the garden? 
507,garden,"Answer: In the garden.

Question: What was the football?

Answer",Where was the football before the kitchen? 
508,garden,"Answer: In the bedroom.

Question: Where was the football after the bedroom?",Where was the football before the kitchen? 
509,garden,"Answer: In the ball-room.

Question: Where was the apple after the",Where was the apple before the bathroom? 
510,kitchen,"Answer: The apple was in the hallway.

Question: Where was the apple",Where was the apple before the bedroom? 
511,garden,"Answer: In the garden.

Question: Where was the apple after the hallway",Where was the apple before the hallway? 
512,bathroom,"Answer: The apple was in the kitchen.

Question: What did the apple do",Where was the apple before the kitchen? 
513,kitchen,"Answer: The apple was in the kitchen.

Question: Where was the apple after",Where was the apple before the bathroom? 
514,bathroom,"Answer: In the garden.

Question: Where was the apple after the kitchen?",Where was the apple before the kitchen? 
515,bathroom,"Answer: In the bathroom.

Question: Where was the apple before the office?",Where was the football before the office? 
516,bathroom,"Answer: In the bathroom.

Question: Where was the apple before the office?",Where was the football before the office? 
517,bedroom,"Answer: In the garden.

Question: Where was the football after the kitchen?",Where was the football before the kitchen? 
518,bedroom,"Answer: The football was in the kitchen.

Question: Where was the football after",Where was the football before the kitchen? 
519,bedroom,"Answer: The football was in the kitchen.

Question: Where was the apple before",Where was the football before the kitchen? 
520,garden,"Answer: The football was in the bedroom.

Question: Where was the football after",Where was the football before the bedroom? 
521,garden,"Answer: The football was in the kitchen.

Question: Where was the football after",Where was the football before the bedroom? 
522,garden,"Answer: The football was in the bathroom.

Question: Where was the football after",Where was the football before the bedroom? 
523,garden,"Answer: The football was in the bathroom.

Question: Where was the football after",Where was the football before the bedroom? 
524,bedroom,"Answer: The apple was in the bathroom.

Question: Where was the apple after",Where was the apple before the bathroom? 
525,garden,"Answer: In the kitchen.

Question: Where was the milk before the bedroom?",Where was the milk before the bedroom? 
526,garden,"Answer: In the kitchen.

Question: Where was the milk after the bedroom?",Where was the milk before the bedroom? 
527,garden,"Answer: The milk was in the kitchen.

Question: Where was the milk after",Where was the milk before the bedroom? 
528,garden,"Answer: In the kitchen.

Question: Where was the apple before the bedroom?",Where was the milk before the bedroom? 
529,garden,"Answer: In the garden.

Question: Where was the football after the bedroom?",Where was the football before the bedroom? 
530,bathroom,"Answer: The milk was in the bathroom.

Question: What was the look on",Where was the milk before the hallway? 
531,garden,"Answer: The apple was in the garden.

Question: What is the difference between",Where was the apple before the office? 
532,garden,"Answer: In the garden.

Question: What is the difference between a duck and",Where was the apple before the office? 
533,garden,"Answer: In the garden.

Question: What is the difference between the door-",Where was the apple before the office? 
534,office,"Answer: The apple was in the bathroom.

Question: What did the apple represent",Where was the apple before the hallway? 
535,garden,"Answer: In the garden.

Question: Where was the football after the kitchen?",Where was the football before the kitchen? 
536,garden,"Answer: In the garden.

Question: Where was the football after the kitchen?",Where was the football before the kitchen? 
537,garden,"Answer: In the hallway.

Question: Where was the football after the kitchen",Where was the football before the kitchen? 
538,hallway,"<context>

<context>

<context>

<context>",Where was the milk before the office? 
539,office,"Answer: The hallway.

Question: Where was the milk before the bedroom?",Where was the milk before the hallway? 
540,office,"<context>

Sandra went to the hallway. She went to the bathroom",Where was the football before the bathroom? 
541,kitchen,"Answer: In the kitchen.

Question: Where was the apple after the garden?",Where was the apple before the garden? 
542,kitchen,"Answer: In the garden.

Question: Where was the apple after the garden?",Where was the apple before the garden? 
543,bedroom,"Answer: The football was in the kitchen.

Question: Where was the football after",Where was the football before the kitchen? 
544,kitchen,"Answer: The apple was in the kitchen.

Question: Where was the apple after",Where was the apple before the garden? 
545,bathroom,"Answer: In the kitchen.

Question: What was the milk doing in the kitchen",Where was the milk before the office? 
546,bathroom,"Answer: In the kitchen.

Question: Where was the football after the garden?",Where was the football before the garden? 
547,bedroom,"Answer: In the kitchen.

Question: Where was the football after the office?",Where was the football before the office? 
548,bedroom,"Answer: In the kitchen.

Question: Where was the football after the office?",Where was the football before the office? 
549,bedroom,"Answer: In the kitchen.

Question: Where was the milk after the office?",Where was the milk before the office? 
550,office,"Answer: It was in the kitchen.

Question: Where was the apple before the",Where was the milk before the bedroom? 
551,bathroom,"Answer: It was in the kitchen.

Question: Where was the apple before the",Where was the football before the hallway? 
552,bathroom,"Answer: The apple was in the kitchen.

Question: Where was the apple after",Where was the apple before the hallway? 
553,office,"Answer: In the kitchen.

Question: Where was the football after the hallway",Where was the football before the hallway? 
554,office,"Answer: The football was in the hallway.

Question: Where was the football",Where was the football before the hallway? 
555,office,"Answer: In the garden.

Question: What was the first thing that John did",Where was the milk before the hallway? 
556,garden,"Answer: The apple was in the kitchen.

Question: Where was the apple after",Where was the apple before the bedroom? 
557,bathroom,"Answer: The football was in the garden.

Question: Where was the football after",Where was the football before the kitchen? 
558,bathroom,"""Matoaks als Rebecca filia potentiss princip: pohatani imp",Where was the apple before the garden? 
559,garden,"Answer: The milk was in the garden.

Question: Where was the apple before",Where was the milk before the office? 
560,garden,"Answer: The football was in the kitchen.

Question: Where was the football after",Where was the football before the bedroom? 
561,garden,"<context>

<context>

<context>

<context>",Where was the football before the bedroom? 
562,garden,"Answer: The football was in the bedroom.

Question: Where was the football after",Where was the football before the bedroom? 
563,garden,"Answer: The milk was in the kitchen.

Question: Where was the milk after",Where was the milk before the bedroom? 
564,garden,"Answer: The milk was in the kitchen.

Question: Where was the apple before",Where was the milk before the bedroom? 
565,garden,"Answer: The milk was in the kitchen.

Question: What did Sandra do with",Where was the milk before the office? 
566,garden,"Answer: In the garden.

Question: Where was the milk before the kitchen?",Where was the milk before the office? 
567,garden,"Answer: In the hallway.

Question: Where was the milk after the office",Where was the milk before the office? 
568,garden,"Answer: The football was in the bedroom.

Question: Where was the football after",Where was the football before the bathroom? 
569,bathroom,"Answer: The football was in the office.

Question: What did the football do",Where was the football before the office? 
570,garden,"Answer: In the kitchen.

Question: What was the first thing 'e did",Where was the milk before the hallway? 
571,garden,"Answer: In the kitchen.

Question: Where was the milk before the hallway",Where was the milk before the hallway? 
572,garden,"Answer: In the kitchen.

Question: What did the servant do with the jam",Where was the milk before the hallway? 
573,hallway,"Answer: In the pantry.

Question: What was the football made of?",Where was the football before the garden? 
574,garden,"Answer: In the garden.

Question: What was the football doing in the garden",Where was the football before the office? 
575,hallway,"Answer: The football was in the garden.

Question: Where was the football after",Where was the football before the kitchen? 
576,hallway,"Answer: In the garden.

Question: Where was the apple before the garden?",Where was the football before the kitchen? 
577,kitchen,"Answer: The football was in the hallway.

Question: What did the Heather",Where was the football before the hallway? 
578,hallway,"Answer: The milk was in the kitchen.

Question: What did Flint say to",Where was the milk before the kitchen? 
579,bedroom,"Answer: In the kitchen.

Question: What did the physician do?",Where was the milk before the office? 
580,garden,"Wade:

Wade:

Wade:

Wade:",Where was the football before the bedroom? 
581,garden,"Answer: In the garden.

Question: Where was the football after the bedroom?",Where was the football before the bedroom? 
582,garden,"Answer: The football was in the garden.

Question: Where was the football after",Where was the football before the bedroom? 
583,garden,"""I don't know,"" said Jimmieboy. ""I don't know where",Where was the football before the bedroom? 
584,office,"Answer: The apple was in the bathroom.

Question: What did the soldier say",Where was the apple before the bathroom? 
585,bathroom,"Answer: In the hallway.

Question: Where was the football after the garden",Where was the football before the garden? 
586,bathroom,"Answer: In the garden.

Question: What did Mary do with the football?",Where was the football before the garden? 
587,bathroom,"Answer: In the garden.

Question: Where was the football after the garden?",Where was the football before the garden? 
588,bathroom,"Answer: In the bedroom.

Question: Where was the football after the bedroom?",Where was the football before the garden? 
589,kitchen,"Answer: In the garden.

Question: Where was the apple before the office?",Where was the apple before the office? 
590,office,"Answer: In the garden.

Question: Where was the football after the kitchen?",Where was the football before the kitchen? 
591,office,"Answer: The football was in the kitchen.

Question: What did John say to",Where was the football before the kitchen? 
592,office,"Answer: The apple was in the kitchen.

Question: Where was the apple after",Where was the apple before the kitchen? 
593,bathroom,"Answer: The apple was in the hallway.

Question: Where was the apple",Where was the apple before the hallway? 
594,hallway,"Answer: In the kitchen.

Question: Where was the apple after the office?",Where was the apple before the office? 
595,kitchen,"Answer: In the kitchen.

Question: Where was the milk after the office?",Where was the milk before the office? 
596,kitchen,"Answer: In the classroom.

Question: Where was the milk after the office?",Where was the milk before the office? 
597,bathroom,"Answer: The hallway.

Question: Where was the milk after the hallway",Where was the milk before the hallway? 
598,bathroom,"Answer: In the kitchen.

Question: Where was the milk after the hallway",Where was the milk before the hallway? 
599,bathroom,"Answer: In the garden.

Question: Where was the apple after the hallway",Where was the apple before the hallway? 
600,bathroom,"Answer: The apple was in the kitchen.

Question: What was the apple?",Where was the apple before the kitchen? 
601,garden,"Answer: In the garden.

Question: What was the apple?

Answer",Where was the apple before the kitchen? 
602,bedroom,"Answer: In the kitchen.

Question: Where was the apple before the bathroom?",Where was the milk before the bathroom? 
603,bedroom,"Answer: In the bathroom.

Question: What was the milk doing in the bathroom",Where was the milk before the bathroom? 
604,garden,"Answer: The football was in the bedroom.

Question: Where was the football after",Where was the football before the bedroom? 
